@relation cloud_risk

@attribute RC NUMERIC
@attribute IP NUMERIC
@attribute IAS NUMERIC
@attribute DS NUMERIC
@attribute TPM NUMERIC
@attribute RE NUMERIC
@attribute DB NUMERIC
@attribute DI NUMERIC
@attribute DT NUMERIC
@attribute DL NUMERIC
@attribute DLIS NUMERIC
@attribute SLA NUMERIC
@attribute AAC NUMERIC
@attribute IDD NUMERIC
@attribute BCSA NUMERIC
@attribute R NUMERIC
@attribute ShE NUMERIC
@attribute VV NUMERIC
@attribute risk_label {low,medium,high,very_high}

@data
0.651233,0.094918,0.948370,0.053577,1.178535,0.649501,0.602850,0.040390,1.064754,0.204001,1.340524,2.414966,0.722398,2.136093,1.961118,1.207282,1.221848,2.185451,low
0.106593,0.998893,0.091326,0.140499,1.064236,1.669597,0.401741,0.317196,2.862414,2.047734,1.286898,1.552243,0.384745,1.560240,2.613826,1.886091,2.398404,2.113456,high
0.657845,0.326639,0.161448,0.622549,0.532755,1.523611,1.548521,1.283373,2.552192,0.139924,2.878006,2.055632,2.269544,2.319148,1.846975,2.614186,1.127343,2.681697,very_high
0.999414,0.748184,0.960746,0.207824,1.798906,0.658192,1.425156,1.433954,0.883855,0.751505,0.525933,2.744069,2.072270,2.316350,2.604065,1.600361,2.731926,2.353673,very_high
0.048212,0.806665,0.537540,0.504070,1.854733,1.067913,1.269903,1.165202,0.022623,1.061215,0.268729,1.623521,1.829631,2.410015,1.201324,1.865149,1.622653,2.760321,low
0.977174,0.858023,0.014197,0.544882,0.805223,0.123361,0.774436,0.286620,0.889972,2.218451,2.641856,1.509582,0.122521,2.984930,2.272622,2.921917,1.177333,2.774547,high
0.406908,0.997628,0.257632,0.283507,1.780605,0.417492,1.818082,0.890811,0.843931,1.482708,2.690058,0.871986,2.288487,1.773395,2.405174,1.063416,2.519515,1.816328,high
0.870753,0.241496,0.449944,0.948425,0.767898,0.971641,1.939065,0.710190,2.669894,0.085938,2.615217,0.915582,1.925663,1.930631,2.798195,2.183044,2.048854,1.274868,high
0.782385,0.040351,0.692909,0.842464,1.473634,0.171947,0.347279,0.991323,2.901364,1.850550,1.532931,2.389626,2.891667,2.609223,1.448648,2.486872,1.613280,2.260567,very_high
0.567016,0.411192,0.733160,0.722374,0.951884,1.686665,0.446025,1.740658,0.211320,1.234309,1.979233,1.347088,1.761606,2.156740,2.208440,2.521765,1.812197,2.747492,high
0.738449,0.130081,0.995422,0.077994,0.245166,1.436012,1.051262,1.551723,1.413884,2.765504,1.690089,0.490579,0.911856,1.074514,1.866513,2.431876,1.042825,1.149907,low
0.878516,0.022426,0.287511,0.106130,1.855868,1.887267,0.182501,0.167979,1.644996,1.498687,0.208343,0.283586,1.144562,2.686157,1.765543,2.452903,2.325397,2.115847,medium
0.404140,0.360427,0.538220,0.492781,0.908193,1.386934,0.872897,1.780618,0.278735,2.126925,1.787505,1.418760,0.527522,1.102997,1.213427,1.118025,1.731547,1.229999,low
0.327033,0.783738,0.533324,0.160713,1.468974,1.880803,1.163583,0.943534,1.132493,0.656605,0.040842,1.394865,2.168743,1.341640,1.268467,2.068273,2.428075,1.053992,low
0.667593,0.566181,0.405645,0.978265,0.734348,1.109025,1.044147,1.487724,0.951247,2.282921,0.974962,1.960375,2.123165,1.204160,2.673977,2.565938,2.256342,2.359271,very_high
0.807846,0.312778,0.169162,0.158520,0.037762,1.200437,0.661817,0.280078,1.608169,2.162866,2.796878,1.413202,0.601950,1.155854,2.499507,1.188130,2.302508,2.363699,medium
0.762285,0.654342,0.977457,0.487468,0.201061,1.953942,1.084892,1.341439,1.983573,2.712245,0.912136,0.430427,0.475468,1.051370,1.764682,1.024100,2.585785,2.201316,low
0.797814,0.232018,0.853317,0.364121,0.992439,1.284258,1.917602,0.472652,2.110455,0.101465,2.819480,1.523409,0.231015,1.110055,2.656973,2.629124,2.262316,2.718446,high
0.435583,0.014381,0.498333,0.639386,1.379929,0.061573,0.412035,0.876762,0.410265,1.342502,0.750402,2.720368,2.735927,1.884878,1.161532,2.424589,1.837452,1.161753,low
0.817834,0.764353,0.603245,0.129036,0.669471,1.447606,1.309663,0.033726,2.438843,2.037466,0.943687,0.478324,0.699210,1.505705,2.249548,1.824413,1.779855,1.210521,low
0.120209,0.623743,0.227261,0.430316,1.390977,1.810937,0.086793,0.303221,2.035626,0.285492,1.885222,2.069264,1.032491,1.253074,2.736352,2.880793,1.239164,2.729071,high
0.544489,0.762303,0.543787,0.274705,1.397271,1.591160,0.132833,0.184161,2.667225,1.231812,2.284881,1.781578,0.841514,2.317411,2.677728,2.533196,2.558887,2.006553,very_high
0.005759,0.038938,0.694970,0.887752,1.407872,1.167667,1.103656,0.479488,1.348008,2.826440,1.504163,2.245757,1.240874,1.452224,1.745566,2.935722,2.522217,1.546106,high
0.324586,0.837120,0.515167,0.040586,0.985044,1.342607,0.209878,0.200036,2.681669,1.307803,2.646347,0.451801,2.142146,1.037898,2.490468,2.858631,1.492597,2.476314,high
0.366462,0.619526,0.990285,0.913727,1.829772,1.980384,0.044694,1.383820,2.597322,2.956214,0.120721,2.824816,2.611787,1.836840,1.854936,1.962587,2.725364,2.788807,very_high
0.396173,0.563395,0.611342,0.832994,0.978393,0.181324,0.343026,0.058080,1.315228,0.170517,2.766585,1.862899,0.547796,1.620866,2.680276,2.509418,2.178007,2.379207,medium
0.695467,0.624614,0.370974,0.297571,0.900530,1.334490,1.129698,1.235481,1.143430,2.153489,0.588923,2.541213,2.059237,1.637209,2.061524,2.338383,1.957374,2.583865,very_high
0.388558,0.864433,0.772152,0.789291,0.398762,0.566795,1.406682,0.281416,2.798436,1.743049,2.652716,0.739820,1.057686,1.890540,2.529714,2.622890,1.034993,1.564994,high
0.448694,0.586937,0.170463,0.031214,0.615310,1.280181,0.404957,1.890323,2.145494,1.501619,1.202590,2.218239,2.941582,2.337828,1.157143,2.575377,1.765482,1.577551,high
0.237544,0.580950,0.384516,0.966866,0.084669,1.215247,1.336519,1.866188,2.784736,2.912542,2.498271,2.343092,0.896757,2.232958,2.180052,1.306464,2.281342,2.728248,very_high
0.373252,0.990679,0.346959,0.526595,1.267071,0.306914,0.364953,0.451006,2.390924,0.388951,2.014997,1.192306,0.021579,2.874523,2.100568,1.467471,1.179496,2.229726,low
0.227270,0.756730,0.431807,0.303281,0.497071,0.413493,1.226915,1.228843,1.827892,2.687997,0.527825,1.151860,1.546920,2.035433,2.219953,1.531463,1.919135,1.468326,medium
0.073196,0.442294,0.781780,0.362583,0.608311,1.243259,0.823919,0.056011,0.347558,2.073721,2.754143,1.973389,0.452193,1.945140,2.391283,2.636997,2.986872,2.048324,high
0.603449,0.707397,0.484173,0.066405,1.541629,0.256460,1.307599,1.863577,0.874442,0.776988,0.736552,0.280223,0.133483,1.426829,2.836218,2.621483,2.433077,2.371721,medium
0.668213,0.389230,0.794014,0.989350,0.654442,0.530362,1.990106,1.045975,2.906527,2.705007,0.732420,2.206872,2.094808,2.510763,2.571364,1.990671,2.093742,1.437098,very_high
0.619490,0.228875,0.576489,0.039292,0.484392,1.670491,1.875634,0.086446,0.958266,1.287885,2.442537,0.128660,2.196778,1.281552,1.439276,2.161665,2.066066,2.309813,medium
0.463494,0.596852,0.342069,0.654907,0.338115,0.654183,0.008564,0.685000,0.279765,2.442682,0.317620,0.571771,1.382097,1.982266,2.651793,2.653844,1.087530,1.084290,low
0.379786,0.928182,0.809979,0.442736,1.549717,0.976120,1.770878,0.153699,2.122660,1.166510,0.666108,1.992431,2.030657,1.842644,1.244159,1.625187,2.914629,1.607383,medium
0.863334,0.929140,0.238290,0.948916,0.259413,1.882281,0.132982,0.785889,2.202013,2.552792,1.511033,0.294971,1.614718,2.316602,2.244397,1.100358,2.856355,2.347944,high
0.519082,0.341905,0.224383,0.246000,0.907508,0.454298,1.906093,1.339853,0.856373,1.909887,2.491431,2.915526,1.889403,2.835243,2.765508,1.965193,2.364809,1.298698,very_high
0.479182,0.527677,0.504503,0.532087,1.013860,0.779252,0.563651,0.939780,0.893016,0.423140,0.442452,2.605189,1.790112,2.893191,1.202244,2.827434,1.198023,1.444398,low
0.025642,0.211636,0.260849,0.482356,1.374780,1.212916,0.764070,0.767444,1.406679,1.948989,1.643005,1.878907,1.997468,1.335599,2.699385,2.580937,1.415668,2.758187,very_high
0.341248,0.995631,0.009087,0.702866,1.266567,1.510678,0.183276,0.238314,0.065367,0.574034,2.133722,2.457172,0.598892,1.523634,2.597241,1.733235,1.367819,2.348642,low
0.380196,0.981118,0.648298,0.068010,1.621441,1.803307,0.224546,0.489878,2.367969,1.235768,2.581786,2.662740,0.806120,2.623271,2.007551,1.129543,2.039157,1.997837,very_high
0.398823,0.649509,0.511094,0.193789,0.089503,1.830946,1.453481,0.200287,0.951266,0.510887,2.806697,0.778427,1.319889,2.036560,1.617795,2.273839,1.415608,1.421787,low
0.580172,0.804414,0.445518,0.214565,0.592881,1.553280,1.888664,1.614997,2.561289,0.066048,2.353920,2.548235,1.338384,1.906069,1.810876,2.668982,2.391601,1.682819,very_high
0.533603,0.715100,0.966969,0.738151,0.560268,0.456662,1.221497,0.270480,2.407891,0.635660,1.958485,0.584381,2.323235,2.421251,2.937316,2.329897,2.090460,2.148661,very_high
0.607905,0.593158,0.571199,0.189139,0.292034,0.049619,1.431700,1.190747,1.984206,1.609116,1.300860,1.240027,1.102181,2.203850,1.403395,1.850149,1.035316,1.310625,low
0.764883,0.053348,0.863432,0.573492,0.578357,0.767548,1.523939,0.685481,0.974625,1.444683,0.336330,1.674779,0.487515,2.941428,2.159209,1.246707,2.488114,1.963488,medium
0.812986,0.454764,0.139450,0.215244,0.619531,0.283098,0.525629,0.451957,1.548950,1.504491,2.129212,2.141673,0.754398,2.167949,1.166481,2.821548,1.377657,1.817949,medium
0.718123,0.674786,0.569206,0.861625,1.043769,1.420775,0.090459,1.278937,1.334488,0.743061,2.978212,0.090424,0.644201,1.931948,1.435786,1.551917,2.649770,1.953375,low
0.955524,0.677532,0.867980,0.942185,1.327409,1.322261,0.003745,0.914005,1.016646,2.055484,2.210282,0.871528,2.194980,2.085635,2.526633,1.448574,1.710091,1.211122,medium
0.018233,0.373123,0.583106,0.518493,0.762201,0.087943,0.701299,0.800291,2.544409,2.112790,0.050133,1.825557,1.411019,2.617080,1.605198,2.631953,1.677239,1.212994,medium
0.195778,0.941692,0.718014,0.352309,1.438940,1.673188,0.482928,1.185704,1.450521,1.073903,1.488780,1.072106,2.125892,2.225350,2.971532,2.962440,1.023635,2.928222,very_high
0.007563,0.167357,0.372044,0.234058,0.672331,0.497487,0.124635,0.982535,2.498169,2.643510,1.843940,2.325075,1.248659,2.294096,2.001634,2.320321,2.975458,2.958735,very_high
0.647475,0.500359,0.092450,0.049781,0.580567,0.864454,0.359057,0.606968,0.315655,1.932070,2.069023,1.954956,2.669207,2.942878,2.033079,2.249621,2.224009,1.852329,high
0.898031,0.690884,0.457900,0.268500,1.082376,1.335867,0.248998,1.118123,0.423074,2.139118,2.159178,0.703204,2.950561,2.236791,1.072629,1.638862,1.845460,2.577991,medium
0.243482,0.697136,0.394479,0.654236,0.047433,0.858838,1.829757,1.338997,2.931961,0.832020,1.674325,0.437787,2.009528,1.760570,2.913053,1.040827,1.193243,2.311583,medium
0.927035,0.648639,0.867060,0.533617,0.159578,0.882576,0.280534,0.053386,1.763305,0.001835,0.670081,1.887141,2.591438,2.382652,1.348467,1.383596,2.398296,1.233834,low
0.060267,0.275288,0.243995,0.944041,0.835939,0.131256,1.075297,0.931743,1.529309,2.596127,2.826602,1.351402,1.523800,2.318919,2.076681,2.168861,1.565461,1.593357,high
0.934436,0.156207,0.966734,0.396277,1.885825,0.802887,1.186212,0.115367,1.569468,2.467273,2.089999,0.506871,2.803863,1.027695,1.791349,1.302633,2.976562,1.627303,high
0.351623,0.635940,0.958138,0.693863,1.443024,1.529696,1.086979,0.372811,0.645806,0.369576,0.710520,0.979123,2.494759,1.934659,1.831169,2.767672,2.901095,2.191549,high
0.101421,0.599302,0.247632,0.489323,0.176253,1.830353,0.198113,1.121017,2.156112,1.122315,0.966965,0.909140,2.975336,2.485807,2.286600,1.376289,2.470593,2.159953,high
0.485872,0.179356,0.348052,0.512576,1.692636,0.826994,0.637597,1.732378,0.254342,1.984018,2.765783,0.324396,1.869281,1.998083,2.324177,2.044209,2.942144,2.847017,very_high
0.256777,0.705139,0.895556,0.267774,1.464602,0.847172,0.102541,1.765611,1.719971,1.956333,2.662456,1.640727,2.337620,2.559242,1.308577,2.024026,1.211268,2.580073,very_high
0.284873,0.455172,0.966622,0.454951,1.221893,1.405254,0.791340,0.139888,1.712306,2.581051,1.215439,2.290946,1.628604,1.901767,1.999173,2.207891,1.559831,2.713695,very_high
0.307290,0.667761,0.443439,0.470785,1.640586,1.885544,0.377198,0.838210,2.742565,0.420804,0.114922,1.726401,0.777360,2.966643,2.580955,1.654868,1.506487,2.782457,high
0.803026,0.837367,0.320997,0.706643,0.808220,0.534122,1.123265,1.166013,1.578548,1.289819,0.145492,2.478874,1.064266,1.585783,1.886573,2.747068,1.144025,2.602553,medium
0.539161,0.169728,0.526094,0.940640,0.443002,0.880288,1.385617,0.294140,0.411188,0.291673,0.851755,0.382706,2.682016,1.184245,1.331609,1.888603,2.944453,1.665763,low
0.311308,0.019145,0.687769,0.329321,1.024047,1.591946,1.064240,1.530864,1.718260,1.168786,1.887367,1.306836,0.167844,1.860024,1.626434,2.400307,1.119948,1.430026,low
0.610334,0.779103,0.273475,0.042200,1.097684,1.219387,0.868473,1.488471,0.273983,0.045322,1.752584,1.828245,1.774440,2.083418,1.424759,2.271822,2.713378,2.143535,medium
0.716151,0.609697,0.736473,0.496295,1.076653,0.221173,0.774667,1.806682,0.611382,2.694819,1.901483,2.028005,1.117452,1.698187,1.251635,1.234312,2.536323,2.379137,medium
0.272624,0.699640,0.051657,0.544461,1.130148,1.255465,1.683384,0.016972,0.093326,1.581132,2.151849,2.087359,1.160078,1.484562,1.755162,2.245279,1.751734,1.773136,medium
0.413549,0.838155,0.049294,0.168441,1.897410,0.373493,0.438736,0.433368,1.539881,2.549407,0.057097,2.186896,2.653714,2.344117,2.081872,2.101405,1.037615,2.696677,high
0.121886,0.802811,0.386288,0.760465,1.804491,1.020432,1.468437,1.654373,0.253598,0.179714,0.315257,1.954289,2.561467,1.754250,1.145503,2.797208,1.012192,2.921133,medium
0.181149,0.960920,0.353473,0.984929,1.751434,1.058207,1.514965,1.341160,1.408183,0.682374,1.078450,0.282684,1.796527,2.262737,2.207647,2.761753,1.407988,2.138791,medium
0.681118,0.535935,0.315633,0.945775,1.602834,1.752407,0.838400,1.788780,2.798835,0.778140,0.464580,2.085917,0.818757,2.558143,2.986049,1.301910,1.987753,1.913184,high
0.181438,0.488496,0.491020,0.197106,1.886856,0.924989,0.594601,0.114359,2.159284,1.160074,0.225960,2.174348,1.426369,2.522005,2.928250,1.163370,1.915820,2.685774,high
0.525163,0.401887,0.320734,0.875363,0.196989,0.558885,0.941083,1.193928,0.232235,2.408599,1.922893,2.980440,1.224880,1.750619,2.658347,1.589184,2.170585,1.048539,medium
0.709046,0.153691,0.192258,0.704494,0.530247,0.461933,0.186428,1.138093,0.672629,1.159674,2.446009,2.080087,1.060854,2.135796,1.532682,2.973226,2.543919,1.258025,medium
0.106877,0.572607,0.309470,0.453847,0.990112,1.748504,0.091860,0.071349,2.020987,0.613961,2.257880,2.060491,0.308357,1.899316,1.044815,1.043148,1.754709,2.691315,low
0.567312,0.277013,0.974904,0.540611,1.693069,0.342022,0.223206,1.027044,2.684106,0.194971,2.451119,1.544440,1.629342,2.741611,2.667083,2.345784,1.320727,2.464057,very_high
0.256563,0.921308,0.411113,0.849600,1.010331,0.851737,0.374290,1.219041,0.098756,0.238475,1.997570,2.603769,0.905494,2.757517,1.111440,2.217027,2.600098,1.832273,medium
0.962927,0.583191,0.444713,0.480135,1.496069,0.374346,1.008354,0.382586,2.437353,2.280142,2.206036,2.990504,1.982424,1.687483,1.411256,2.293157,1.665381,2.777704,very_high
0.483546,0.592840,0.576545,0.373207,0.277920,1.546608,1.698273,0.546659,1.685442,1.334409,0.815336,2.337135,0.957612,1.183475,2.088906,1.436572,1.573764,1.702917,low
0.805993,0.354925,0.983341,0.493247,0.504828,0.948745,0.471285,1.280695,1.638274,2.178543,2.979024,1.837501,1.293490,1.335165,1.356756,1.453435,2.528624,2.267691,high
0.550227,0.051989,0.241601,0.579130,1.463552,0.702287,1.870324,0.936602,2.873440,2.046861,0.549497,0.236864,0.157081,1.734003,2.667577,1.861284,2.868279,2.268669,high
0.043413,0.031744,0.681282,0.189078,0.329468,0.722199,1.909816,1.716027,2.242934,0.406087,0.643482,2.180217,2.977614,2.128500,2.554319,1.191716,2.829923,1.368664,high
0.633151,0.423335,0.715985,0.900908,0.702712,1.704428,1.917809,0.684764,2.550357,0.428664,0.866765,2.125685,1.522831,2.313574,2.511539,1.149226,1.274885,1.569703,medium
0.951403,0.084565,0.607324,0.674187,0.529733,1.107548,1.675125,0.533319,1.061987,2.266026,2.925997,2.326704,0.072713,1.662742,2.632255,1.176719,2.006316,2.832014,high
0.601612,0.606847,0.088578,0.633269,0.699723,1.435736,0.727650,1.969732,1.663092,2.163805,2.964866,0.373666,1.623692,2.334998,1.439404,2.145958,1.185741,1.366830,medium
0.819189,0.880973,0.676872,0.099496,1.416648,1.794077,0.145368,1.822272,1.846217,1.134092,2.384681,1.961198,2.611062,2.875480,2.457785,1.795484,2.921952,1.347149,very_high
0.884206,0.882915,0.064095,0.604174,0.735694,1.803483,1.137637,0.057985,0.964752,0.232267,1.887173,0.887172,2.317656,2.304028,1.710563,1.587234,1.430456,1.959231,low
0.228080,0.659045,0.596143,0.120961,1.110527,0.657018,1.117363,1.541457,1.710744,0.036294,1.560188,2.280814,2.102720,1.317130,2.333690,1.631639,1.394859,1.184395,low
0.212045,0.211232,0.739581,0.078698,0.199864,1.904903,1.699952,0.220670,0.709966,0.864471,2.911863,0.721122,0.418394,2.159338,1.244043,1.414567,2.777771,2.789252,medium
0.610981,0.862997,0.210970,0.527311,1.610035,0.049752,1.991982,0.054970,0.430127,0.027667,2.086868,2.051936,1.973211,2.083791,2.411173,1.823011,2.935701,1.200298,medium
0.411028,0.886093,0.841622,0.402786,0.739777,0.753671,1.016315,0.547391,1.121911,0.690218,2.834190,0.884979,2.298895,2.741400,2.944215,1.406116,2.395265,2.233115,very_high
0.839861,0.196654,0.030354,0.588810,1.297068,1.791598,0.690408,0.538692,2.217869,1.258502,0.949652,0.026983,1.717257,1.700606,1.087201,2.396092,1.242010,1.679564,low
0.900023,0.737426,0.843813,0.089222,1.450779,0.549274,0.371803,1.638638,2.748561,0.364247,1.001324,1.900074,2.678247,1.845891,1.187658,1.247865,1.971711,2.608546,medium
0.353421,0.286520,0.460329,0.430983,0.419322,0.546163,0.009600,1.421334,1.373142,0.312833,2.564174,0.339807,0.830969,2.197318,1.247274,2.896484,2.633210,2.179621,medium
0.236871,0.802640,0.217588,0.174787,1.769350,0.605245,1.018227,1.963219,1.928471,2.689312,0.449565,1.977874,0.726434,2.048851,1.861128,1.179638,2.144954,1.776612,medium
0.780526,0.997238,0.133778,0.987100,1.232449,1.224627,1.111037,1.423026,0.309111,1.756410,2.837784,2.776828,2.608709,2.438033,1.581560,2.886921,1.265190,2.967746,very_high
0.274806,0.030026,0.953307,0.561150,0.857450,0.876666,1.649877,0.836511,2.713391,2.803367,1.522423,2.907738,1.876195,1.080778,2.613840,2.666590,1.343775,1.132462,very_high
0.822614,0.897366,0.072666,0.687437,0.364670,1.453470,1.009154,1.397855,1.705813,1.037478,2.779242,0.707769,0.004342,2.127032,1.947574,2.361424,2.728283,2.155573,high
0.423738,0.622631,0.199093,0.325418,1.884602,1.789821,1.832937,1.998918,2.341015,2.031435,1.010378,2.427760,1.059394,1.243344,1.969075,2.824603,2.054058,2.979137,very_high
0.667550,0.973383,0.347822,0.094739,1.510136,1.348399,1.256167,1.420284,2.383324,0.614075,2.147877,1.060660,2.573568,1.630418,2.434076,1.278438,2.411674,2.381905,very_high
0.095535,0.465010,0.620235,0.975871,0.416049,0.408933,1.680672,1.523363,0.769442,1.855021,1.448625,2.701371,0.081959,2.323254,1.723938,1.352630,1.746125,2.479539,medium
0.623859,0.847388,0.544801,0.286259,0.675422,1.865364,0.296603,1.876730,1.587523,0.388757,1.880411,2.362469,0.009744,1.314828,1.706414,1.504305,2.064971,1.064182,low
0.451768,0.062394,0.125643,0.423808,1.619349,0.528986,1.710672,0.227303,2.881439,0.006242,1.513117,0.221765,0.843778,1.617684,2.513853,1.489623,2.954206,1.042726,low
0.586608,0.335279,0.289728,0.649864,1.391355,0.299789,1.350288,1.409569,0.268904,2.794595,2.901347,1.221411,2.742000,2.406013,2.560083,1.621697,1.659406,1.072220,high
0.168014,0.067017,0.238752,0.024697,1.531569,0.179935,0.340466,1.701612,2.049150,1.664683,2.076316,1.011953,2.704433,2.301610,1.028798,2.151262,2.349577,2.983448,very_high
0.736874,0.975343,0.213543,0.810259,0.882402,1.126767,0.379527,1.908757,2.886792,2.780822,0.753957,2.355543,1.556286,1.182079,1.287581,1.056345,1.345011,2.959040,high
0.862797,0.816974,0.411144,0.536578,1.432953,0.227525,1.853001,0.421939,0.901731,1.001495,2.729031,1.230857,1.659711,2.154537,1.426196,1.764545,1.243480,1.669018,low
0.216740,0.852547,0.704031,0.278217,0.772987,0.277552,0.064431,1.007858,2.584344,0.983358,0.882089,2.053765,0.996024,1.294509,1.703201,1.492770,2.567280,1.581964,low
0.095715,0.937965,0.217453,0.061608,0.422526,0.600061,0.925070,1.361110,2.800973,1.201965,1.114815,1.807306,0.731210,1.504543,1.582896,2.213260,2.688216,1.291917,medium
0.023639,0.085103,0.366679,0.162498,1.265354,0.563306,0.626951,0.494935,2.241259,2.118123,0.306371,2.926916,2.445666,1.918423,2.337040,2.970339,2.336623,1.658281,very_high
0.641972,0.385598,0.390917,0.895034,1.952028,1.208479,1.330155,1.200946,0.693985,1.697426,2.699900,2.813355,0.318885,1.218694,2.656270,2.035309,1.316392,1.740300,high
0.607094,0.071035,0.976457,0.686024,0.621202,1.633491,1.679259,0.515158,1.002002,2.776065,0.858336,1.283099,1.462063,2.987294,1.384174,1.851370,1.481176,2.496566,high
0.546697,0.210793,0.954666,0.249902,0.921939,1.522699,0.720756,0.666914,0.107428,0.076323,0.776753,2.170735,1.903192,1.330739,2.125960,1.736487,2.822351,2.732587,medium
0.231947,0.229366,0.800138,0.065601,1.348003,0.524969,0.853804,0.883037,2.494360,2.124588,2.760788,2.488380,0.311041,2.562625,1.735633,2.569898,1.577408,2.493470,very_high
0.390906,0.469107,0.241659,0.690615,1.083013,0.490621,1.963836,1.058380,2.548834,0.990983,2.416581,2.696657,1.558821,2.659678,2.011556,1.143962,2.637721,2.292950,very_high
0.594476,0.268562,0.068037,0.572408,1.686856,1.931583,1.567833,0.898732,1.898131,0.540701,0.423237,0.204403,1.732564,2.988928,2.241516,2.919541,1.571875,2.531800,high
0.496767,0.100978,0.316904,0.404520,1.523485,0.016472,1.794408,0.986391,1.057584,1.531187,2.307974,0.906236,2.227488,1.857306,2.787200,1.835836,2.878925,2.476995,very_high
0.987786,0.167491,0.266795,0.363611,0.116594,1.759441,0.877524,0.597178,0.230433,1.515191,2.739099,0.960690,0.704508,2.748189,1.384585,1.627401,2.828906,1.951499,medium
0.136440,0.147276,0.505926,0.216814,1.996842,0.399457,0.468152,0.317930,2.259173,0.411033,0.235534,1.303338,0.879983,2.915079,1.174013,2.948136,1.086526,1.671703,low
0.695145,0.973077,0.777728,0.669611,1.504805,1.894569,0.823727,0.094700,2.179579,0.605688,2.475645,0.507794,1.708563,1.345788,2.254424,2.871758,2.540828,1.565561,high
0.404319,0.759293,0.858323,0.970668,1.727807,0.684615,1.432184,0.391957,2.737808,1.224494,1.642260,1.488618,2.949379,1.958872,1.788262,2.283868,1.338924,2.358711,very_high
0.428200,0.967761,0.844864,0.175715,1.302395,0.880704,0.218861,1.163887,2.191596,1.226434,2.007592,1.989643,0.652480,1.120022,1.325805,1.037015,1.430543,2.918608,low
0.717598,0.439740,0.359676,0.597117,1.712570,1.414241,0.540938,1.572231,2.486085,0.952674,1.478563,1.492092,2.957711,2.241448,1.234174,2.497070,1.919690,2.162109,very_high
0.692436,0.278368,0.687234,0.424185,0.224766,1.175338,0.093272,0.338495,2.237864,0.445635,2.093409,1.997379,2.143028,2.162812,2.117820,1.671115,2.152636,2.825053,high
0.991256,0.798293,0.312834,0.446689,0.695476,0.635879,0.864695,0.217111,1.892062,0.013121,0.102294,0.199325,2.478246,1.408253,1.600941,1.776560,1.651599,1.028459,low
0.128394,0.326254,0.060906,0.254147,1.752842,1.107662,1.654891,1.498581,1.280899,2.910705,2.288120,2.627962,0.268924,2.595806,2.994853,1.317484,2.150767,2.588941,very_high
0.104110,0.299383,0.701565,0.825135,0.403310,1.461414,0.049327,0.610317,2.706352,2.830498,0.100031,2.817208,0.901261,1.074537,1.811802,2.046916,1.341317,2.707205,medium
0.724339,0.232506,0.009828,0.485256,0.156484,0.084670,1.350647,1.902999,1.952906,1.450951,1.365900,1.853722,0.173209,2.612455,1.424573,2.489105,1.044675,2.261988,medium
0.578387,0.129679,0.409183,0.543406,1.576238,0.022399,1.864992,1.428636,1.195066,2.985155,0.452895,2.644173,1.114641,1.053291,2.257698,1.546022,2.142449,2.868122,high
0.274161,0.256463,0.329379,0.304761,1.670972,0.916134,0.473856,0.653512,0.250408,2.020963,2.470723,0.394338,2.943869,2.313658,1.488510,2.877466,2.034831,2.179826,high
0.079419,0.355320,0.693378,0.181808,0.325304,0.263673,1.387270,0.579085,0.872115,0.206573,0.940983,2.392347,0.315819,1.157539,1.988172,1.389474,2.379308,1.481074,low
0.085658,0.673994,0.766245,0.085910,1.708692,1.328689,1.950204,1.047397,1.631180,0.353155,1.362281,0.357445,1.687118,1.502451,1.965152,1.132525,2.299644,1.431434,low
0.894191,0.062565,0.304095,0.714119,1.373536,0.428105,1.924556,0.158289,0.826906,2.748333,1.286252,1.224031,0.018212,2.443827,1.907115,2.288728,2.794973,2.111673,high
0.191867,0.210507,0.811627,0.196234,1.040165,0.865702,0.469858,0.235353,0.663706,1.890157,2.317506,0.971456,2.138048,1.560810,2.592171,2.698637,1.918937,2.812968,high
0.323372,0.809024,0.293917,0.690075,1.660500,0.395342,0.200662,0.351716,1.582181,2.529551,1.443433,1.756775,0.591578,2.022348,1.433226,2.906266,1.016739,1.144736,low
0.226656,0.146922,0.446326,0.390376,0.838498,1.096967,0.296565,1.549447,0.509461,2.694809,2.366875,0.904544,0.388754,2.830497,2.808615,2.534342,2.261305,2.208781,very_high
0.354996,0.342645,0.727019,0.415775,0.387988,0.232107,1.404071,1.027715,2.401230,1.343826,0.220525,1.911941,1.011053,1.099269,2.582681,1.399300,2.350265,2.539607,medium
0.069424,0.864659,0.692920,0.469177,0.569705,0.046214,1.451518,0.021134,1.453104,0.145578,0.574782,1.102162,2.313133,2.622160,1.666245,2.955322,2.042990,1.230804,low
0.519060,0.154925,0.987368,0.367709,1.010328,0.102263,1.348473,1.347033,1.721588,0.564841,1.654603,2.582371,0.319839,1.130544,1.361205,2.838872,2.378610,1.233539,low
0.067613,0.082737,0.225161,0.100620,1.062662,1.908517,0.672157,0.847380,0.442150,0.199716,2.841265,1.901652,0.689517,1.253590,1.559070,1.326335,1.647168,1.732256,low
0.800357,0.484538,0.662318,0.309632,1.611162,0.284572,0.339554,1.021705,0.973729,0.566220,0.224274,0.645895,0.025393,1.238638,1.665272,2.117572,1.297617,1.547762,low
